,price_FR,price_NL,price_BE,price_CH,price_CZ,price_PL,price_DK1,price_DK2
2017-06-24 08:00:00,25.66,25.66,25.66,27.76,24.0,31.448487712665404,24.03,24.03
2017-06-24 09:00:00,25.86,27.0,26.2,28.81,22.74,36.060964083175804,24.8,23.93
2017-06-24 10:00:00,25.27,26.06,26.06,27.64,20.08,36.060964083175804,22.0,22.88
2017-06-24 11:00:00,25.31,29.3,28.67,28.12,29.99,36.03260869565217,22.37,22.37
2017-06-24 12:00:00,26.23,29.77,29.77,27.09,31.0,36.00189035916824,22.14,22.14
2017-06-24 13:00:00,23.42,33.56,32.86,27.24,27.2,31.488657844990545,21.42,21.42
2017-06-24 14:00:00,25.96,36.1,36.1,27.92,13.01,31.30907372400756,20.6,20.6
2017-06-24 15:00:00,25.02,28.66,28.66,26.79,21.87,31.287807183364837,19.68,19.68
2017-06-24 16:00:00,25.03,28.0,28.0,25.09,20.0,30.978260869565215,15.15,19.41
2017-06-24 17:00:00,28.24,30.27,30.27,28.07,19.52,31.179111531190923,20.31,22.07
2017-06-24 18:00:00,29.59,29.59,29.59,29.89,29.06,31.167296786389414,29.59,27.83
2017-06-24 19:00:00,31.07,31.07,31.07,31.1,31.01,31.228733459357276,23.78,23.78
2017-06-24 20:00:00,29.64,30.1,29.6,32.75,34.0,31.358695652173914,23.69,23.69
2017-06-24 21:00:00,26.32,39.39,25.32,33.0,34.28,31.429584120982984,23.74,23.74
2017-06-24 22:00:00,31.94,31.94,31.94,35.06,34.8,31.228733459357276,23.87,23.87
2017-06-24 23:00:00,29.75,29.75,29.75,31.98,31.01,28.88232514177694,23.49,23.49
2017-06-25 00:00:00,28.06,28.06,28.06,30.04,25.55,27.360586011342154,23.95,23.95
2017-06-25 01:00:00,25.37,33.35,26.61,28.78,21.0,23.825614366729678,23.03,23.03
2017-06-25 02:00:00,20.91,21.47,21.0,26.03,17.97,23.655482041587902,20.79,20.79
2017-06-25 03:00:00,18.37,18.86,18.44,23.57,16.0,22.960775047258977,18.25,18.25
2017-06-25 04:00:00,14.54,14.93,14.6,17.25,13.87,22.658317580340263,14.45,14.45
2017-06-25 05:00:00,10.5,11.68,10.67,15.02,12.0,24.418714555765597,10.25,10.25
2017-06-25 06:00:00,11.94,26.8,13.47,15.94,12.34,25.063799621928162,10.26,10.26
2017-06-25 07:00:00,13.85,24.0,12.83,18.65,13.2,28.09546313799622,17.69,17.69
2017-06-25 08:00:00,18.13,19.9,18.38,18.29,12.0,28.960302457466916,19.26,19.26
2017-06-25 09:00:00,18.05,27.58,19.41,20.04,11.43,30.269376181474478,21.22,21.22
2017-06-25 10:00:00,16.09,29.9,18.07,15.73,11.0,31.27599243856333,13.29,21.97
2017-06-25 11:00:00,16.55,31.1,18.64,18.96,10.0,31.20510396975425,13.61,21.88
2017-06-25 12:00:00,14.95,29.9,16.89,19.16,7.0,31.053875236294893,11.27,21.76
2017-06-25 13:00:00,13.97,31.0,14.23,18.13,10.0,31.053875236294893,7.32,21.07
2017-06-25 14:00:00,8.96,34.9,12.0,15.8,11.0,29.05009451795841,0.65,20.56
2017-06-25 15:00:00,9.99,34.14,12.83,14.9,15.0,28.75945179584121,3.3,19.91
2017-06-25 16:00:00,12.06,29.9,14.6,16.8,15.0,28.728733459357276,8.17,20.38
2017-06-25 17:00:00,18.28,24.3,19.18,23.86,15.0,30.198487712665404,17.01,17.58
2017-06-25 18:00:00,23.55,32.4,24.88,28.8,30.5,30.207939508506616,21.69,21.69
2017-06-25 19:00:00,29.21,29.21,29.21,32.98,29.99,30.22920604914934,23.2,23.2
2017-06-25 20:00:00,33.94,33.94,33.94,33.99,30.3,31.195652173913043,23.2,23.2
2017-06-25 21:00:00,35.21,35.21,35.21,34.09,33.0,32.13137996219281,23.37,23.37
2017-06-25 22:00:00,38.91,38.91,38.91,36.44,34.35,30.973534971644614,23.2,23.2
2017-06-25 23:00:00,37.96,39.3,39.3,35.33,29.5,30.12759924385633,21.8,21.8
2017-06-26 00:00:00,36.65,33.29,33.29,33.31,28.05,27.00199487033343,21.86,21.86
2017-06-26 01:00:00,30.8,30.8,30.8,29.88,27.25,25.748076375035623,20.24,20.24
2017-06-26 02:00:00,28.03,28.03,28.03,28.28,25.06,24.867008644438112,17.4,17.4
2017-06-26 03:00:00,26.16,26.16,26.16,27.86,24.43,24.848009879357843,16.91,16.91
2017-06-26 04:00:00,26.58,28.1,28.1,28.0,24.57,24.63189892656977,16.95,16.95
2017-06-26 05:00:00,29.0,26.21,26.21,30.28,28.06,26.151800132991358,19.08,22.36
2017-06-26 06:00:00,37.12,37.12,37.12,35.29,35.4,31.64481808682436,26.52,26.52
2017-06-26 07:00:00,39.71,39.43,39.56,39.29,43.0,37.78616889902157,23.44,29.38
2017-06-26 08:00:00,48.71,38.98,44.0,39.99,43.21,38.75748076375035,24.34,32.86
2017-06-26 09:00:00,47.72,34.43,44.0,39.31,38.67,38.8382255153415,23.99,32.83
2017-06-26 10:00:00,54.37,33.0,44.74,39.32,35.0,38.7883537570058,23.71,28.43
2017-06-26 11:00:00,55.64,31.33,38.0,39.98,35.56,41.27719198252114,23.43,27.91
2017-06-26 12:00:00,54.0,29.0,37.13,39.37,64.0,38.40362876413033,23.26,27.49
2017-06-26 13:00:00,55.0,30.0,38.2,40.02,64.81,38.48437351572148,23.29,27.35
2017-06-26 14:00:00,50.07,41.3,45.69,40.36,65.94,38.14002089864159,23.34,26.2
2017-06-26 15:00:00,49.03,27.2,27.2,39.6,70.0,37.14971026883253,23.24,27.2
2017-06-26 16:00:00,43.57,28.03,28.03,38.39,71.1,36.49187802792819,23.32,27.36
2017-06-26 17:00:00,37.37,37.4,38.49,37.76,60.1,36.3802602830816,23.59,27.47
2017-06-26 18:00:00,39.9,39.9,39.9,40.4,43.84,38.413128146670466,26.71,26.71
2017-06-26 19:00:00,42.91,42.91,42.91,42.55,47.4,39.4153130046547,26.71,26.71
2017-06-26 20:00:00,41.58,41.58,41.58,42.06,44.23,42.07514011589247,26.01,26.01
2017-06-26 21:00:00,40.55,40.55,40.55,41.39,43.13,40.09214401063931,26.37,26.37
2017-06-26 22:00:00,42.4,42.4,42.4,41.08,44.75,36.249643773154745,25.86,25.86
2017-06-26 23:00:00,38.62,38.35,38.35,38.35,37.95,31.64481808682436,23.29,23.29
2017-06-27 00:00:00,35.61,28.0,28.94,36.74,34.6,29.040829399065267,23.21,23.21
2017-06-27 01:00:00,30.44,29.82,29.9,34.85,33.1,28.91034613650922,22.9,22.9
2017-06-27 02:00:00,29.09,29.09,29.09,32.82,31.96,29.612583331356316,22.59,22.59
2017-06-27 03:00:00,29.04,29.04,29.04,31.59,31.09,29.591231524756235,22.5,22.5
2017-06-27 04:00:00,28.65,28.45,28.62,30.93,31.0,29.591231524756235,22.51,22.51
2017-06-27 05:00:00,29.09,27.57,28.88,32.28,32.9,28.881877061042445,28.7,28.7
2017-06-27 06:00:00,37.51,35.55,37.23,38.59,40.26,33.19968684016987,37.94,37.94
2017-06-27 07:00:00,43.47,41.19,43.41,43.81,47.4,41.458091148489956,43.55,43.55
2017-06-27 08:00:00,46.66,46.66,46.66,50.15,52.0,45.98704657066262,46.66,46.66
2017-06-27 09:00:00,46.3,46.3,46.3,47.34,60.25,46.397475741975285,46.3,46.3
2017-06-27 10:00:00,46.69,46.69,46.69,43.84,56.7,46.78892552964343,46.69,46.69
2017-06-27 11:00:00,50.03,48.04,49.72,43.42,63.55,53.43170980522408,48.04,48.04
2017-06-27 12:00:00,48.0,45.95,47.57,40.9,67.95,51.16841830561553,45.95,45.95
2017-06-27 13:00:00,47.14,44.67,46.73,41.0,67.65,51.348722450238434,44.45,44.45
2017-06-27 14:00:00,45.72,43.32,43.7,40.99,62.08,48.402173139427305,44.1,44.1
2017-06-27 15:00:00,47.61,40.5,46.45,40.69,66.01,52.3000640554198,40.15,40.15
2017-06-27 16:00:00,44.56,42.7,44.25,41.07,68.97,47.14004412706697,42.53,42.53
2017-06-27 17:00:00,45.2,42.6,44.82,42.41,66.08,44.041659747099715,42.6,42.6
2017-06-27 18:00:00,44.95,43.98,44.78,44.2,61.22,44.0226803634552,43.93,43.93
2017-06-27 19:00:00,43.95,43.95,43.95,44.95,59.09,44.032170055277454,43.95,43.95
2017-06-27 20:00:00,40.24,40.24,40.24,41.12,65.3,40.32407297573012,40.24,40.24
2017-06-27 21:00:00,38.23,37.98,38.21,39.7,67.09,39.2019169177481,37.98,37.98
2017-06-27 22:00:00,41.69,32.62,40.48,39.57,39.0,35.91611112429124,32.62,32.62
2017-06-27 23:00:00,39.23,27.3,37.33,36.58,31.6,31.42511446940761,27.3,27.3
2017-06-28 00:00:00,42.05,28.77,39.18,29.91,28.9,29.762831858407083,28.77,28.77
2017-06-28 01:00:00,32.1,27.35,31.13,27.62,27.2,30.03185840707965,27.35,27.35
2017-06-28 02:00:00,27.4,26.38,27.4,26.54,25.14,30.123893805309738,26.02,26.02
2017-06-28 03:00:00,26.46,26.02,26.46,25.69,24.7,30.01769911504425,25.4,25.4
2017-06-28 04:00:00,25.96,25.96,25.96,25.39,24.6,29.491445427728614,25.34,25.34
2017-06-28 05:00:00,27.96,27.96,27.96,26.81,26.0,30.45899705014749,27.96,27.96
2017-06-28 06:00:00,32.76,32.76,32.76,34.15,35.5,34.418879056047196,32.76,32.76
2017-06-28 07:00:00,38.64,38.64,38.64,40.21,42.45,38.54631268436579,38.64,38.64
2017-06-28 08:00:00,41.51,41.51,41.51,41.99,50.0,42.80353982300885,41.51,41.51
2017-06-28 09:00:00,41.99,41.99,41.99,40.22,51.54,42.33392330383481,41.99,41.99
2017-06-28 10:00:00,41.95,41.95,41.95,39.4,50.1,42.19469026548673,41.95,41.95
2017-06-28 11:00:00,42.7,42.7,42.7,38.93,54.7,43.740412979351035,42.7,42.7
2017-06-28 12:00:00,41.45,41.45,41.45,40.41,57.6,46.07433628318584,41.45,43.58
2017-06-28 13:00:00,40.44,41.2,41.2,40.59,53.9,44.91799410029499,38.97,39.92
2017-06-28 14:00:00,39.33,36.57,38.22,40.07,52.26,42.574631268436576,36.57,36.57
2017-06-28 15:00:00,37.0,34.47,37.0,39.76,58.49,39.962241887905606,33.79,33.79
2017-06-28 16:00:00,34.9,34.9,34.9,38.02,59.91,39.49262536873157,34.9,34.9
2017-06-28 17:00:00,38.4,38.4,38.4,39.49,56.56,38.385840707964604,38.4,38.4
2017-06-28 18:00:00,38.97,38.97,38.97,41.0,41.5,38.85545722713864,38.97,38.97
2017-06-28 19:00:00,40.0,40.0,40.0,41.69,41.56,38.92389380530974,39.04,39.04
2017-06-28 20:00:00,38.95,38.95,38.95,40.26,40.19,36.35162241887905,33.32,33.32
2017-06-28 21:00:00,35.61,35.61,35.61,38.74,39.98,35.12684365781711,28.71,28.71
2017-06-28 22:00:00,35.92,35.92,35.92,38.65,37.1,33.93038348082596,23.63,28.09
2017-06-28 23:00:00,34.04,31.24,32.63,35.62,32.4,31.407669616519176,23.5,24.08
2017-06-29 00:00:00,32.42,32.42,32.42,31.32,32.0,31.372825907882042,22.23,22.23
2017-06-29 01:00:00,30.59,30.59,30.59,29.6,31.95,30.502012285532725,21.82,21.82
2017-06-29 02:00:00,29.94,29.94,29.94,28.37,30.0,29.31817646920379,21.77,21.77
2017-06-29 03:00:00,29.03,29.03,29.03,28.07,29.9,29.212266704323472,21.81,21.81
2017-06-29 04:00:00,29.05,29.05,29.05,27.96,29.25,27.98606698204241,21.86,21.86
2017-06-29 05:00:00,30.12,30.12,30.12,28.98,31.89,30.47847678222599,22.74,22.74
2017-06-29 06:00:00,33.95,33.95,33.95,36.3,38.04,34.41125938478195,31.5,31.5
2017-06-29 07:00:00,41.9,41.9,41.9,41.46,43.5,40.06448727906046,40.11,40.11
2017-06-29 08:00:00,46.96,46.96,46.96,46.61,47.0,45.776553931605825,45.83,45.83
2017-06-29 09:00:00,47.53,47.53,47.53,47.02,47.4,46.3366989103062,46.39,46.39
2017-06-29 10:00:00,47.53,47.53,47.53,46.63,46.6,46.3366989103062,46.39,46.39
2017-06-29 11:00:00,47.81,47.81,47.81,46.6,50.0,46.60735719833369,46.66,46.66
2017-06-29 12:00:00,45.99,45.99,45.99,44.22,54.0,44.86808350396573,44.89,44.89
2017-06-29 13:00:00,45.2,45.2,45.2,42.11,49.0,44.05846219021394,44.11,44.11
2017-06-29 14:00:00,41.71,41.71,41.71,40.36,39.88,41.66254795358799,41.71,41.71
2017-06-29 15:00:00,39.17,39.17,39.17,39.11,39.5,39.18425945538846,38.23,38.23
2017-06-29 16:00:00,38.28,38.28,38.28,38.04,39.38,38.16517216220669,37.31,37.31
2017-06-29 17:00:00,38.23,38.23,38.23,39.09,40.82,37.26611593588929,37.31,37.31
2017-06-29 18:00:00,38.94,38.94,38.94,39.72,39.8,38.04514109534232,38.09,38.09
2017-06-29 19:00:00,39.01,39.01,39.01,40.35,40.63,38.03572689401963,38.08,38.08
2017-06-29 20:00:00,35.52,35.52,35.52,36.72,38.36,34.59012920991316,33.14,33.14
2017-06-29 21:00:00,34.99,34.99,34.99,35.51,35.56,33.92172091600179,30.58,30.58
2017-06-29 22:00:00,39.71,36.59,39.21,34.52,33.68,32.02240579914802,28.5,28.5
2017-06-29 23:00:00,34.71,33.5,34.69,30.1,29.68,29.515874696980394,25.11,25.11
2017-06-30 00:00:00,29.29,29.29,29.29,29.63,30.1,28.403417023592606,24.21,24.21
2017-06-30 01:00:00,29.01,29.01,29.01,28.03,27.67,27.88045150145531,22.43,22.43
2017-06-30 02:00:00,28.06,28.06,28.06,26.96,27.08,29.264772001230504,21.97,21.97
2017-06-30 03:00:00,27.0,27.0,27.0,26.1,25.54,28.883788068813743,21.75,21.75
2017-06-30 04:00:00,25.58,25.58,25.58,25.54,25.49,24.88937267800942,21.83,21.83
2017-06-30 05:00:00,28.0,28.0,28.0,27.06,27.24,27.239167987884237,23.05,23.05
2017-06-30 06:00:00,31.96,31.96,31.96,31.05,32.5,31.877233252088313,27.91,27.91
2017-06-30 07:00:00,37.93,37.93,37.93,35.81,50.92,36.3591187675998,37.93,37.93
2017-06-30 08:00:00,38.91,38.91,38.91,38.62,69.14,38.062897844246194,38.34,38.34
2017-06-30 09:00:00,36.52,37.0,36.91,36.79,70.37,36.23843441633734,35.99,35.99
2017-06-30 10:00:00,36.21,37.09,36.71,36.59,43.09,36.33782152914172,35.51,35.51
2017-06-30 11:00:00,36.27,39.87,39.18,36.69,42.42,36.71170638207245,32.24,32.24
2017-06-30 12:00:00,33.97,38.8,37.34,35.88,40.35,36.98383776237014,29.33,29.33
2017-06-30 13:00:00,30.03,33.54,32.02,33.35,37.74,36.80162805556213,27.29,27.29
2017-06-30 14:00:00,29.28,33.1,32.33,32.96,32.9,35.22089969000686,25.08,25.08
2017-06-30 15:00:00,28.63,31.64,30.0,30.98,36.09,33.29704914929364,25.09,25.09
2017-06-30 16:00:00,28.05,29.0,28.58,30.12,37.28,33.3491090655245,26.63,26.63
2017-06-30 17:00:00,30.51,30.51,30.51,32.96,41.22,33.18583023734589,29.61,29.61
2017-06-30 18:00:00,36.36,36.36,36.36,35.54,35.3,32.885302539104096,32.66,32.66
2017-06-30 19:00:00,38.92,38.92,38.92,37.49,37.5,33.91230270474928,30.42,30.42
2017-06-30 20:00:00,38.71,38.71,38.71,35.96,36.0,33.943065382522065,26.43,26.43
2017-06-30 21:00:00,36.61,36.61,36.61,34.97,35.1,32.70309283229607,25.57,25.57
2017-06-30 22:00:00,38.95,38.95,38.95,35.43,35.2,34.16313684658889,25.39,25.39
2017-06-30 23:00:00,36.97,38.61,39.34,31.54,30.9,30.488180032655766,23.76,23.76
2017-07-01 00:00:00,42.92,55.99,51.9,30.04,30.7,29.648122293475947,27.16,27.16
2017-07-01 01:00:00,39.4,49.9,48.17,29.06,28.33,28.44364514068009,23.81,23.81
2017-07-01 02:00:00,27.85,28.92,28.6,28.02,25.67,26.25476229915521,23.47,23.47
2017-07-01 03:00:00,27.13,28.39,28.01,26.48,25.01,26.382545729903686,23.34,23.34
2017-07-01 04:00:00,26.48,27.0,26.84,25.6,24.88,24.981660711327763,23.26,23.26
2017-07-01 05:00:00,25.59,25.59,25.59,24.82,25.0,24.842045481435907,23.46,23.46
2017-07-01 06:00:00,25.56,25.56,25.56,26.79,25.33,26.136444307721433,24.95,24.95
2017-07-01 07:00:00,26.77,26.77,26.77,28.52,30.8,28.89561986795712,26.77,26.77
2017-07-01 08:00:00,28.82,28.82,28.82,30.51,32.9,31.545942876073735,28.82,28.82
2017-07-01 09:00:00,32.4,32.4,32.4,31.07,36.99,36.04912563004331,31.62,31.62
2017-07-01 10:00:00,33.35,33.35,33.35,30.71,37.9,35.810123287347075,32.54,32.54
2017-07-01 11:00:00,33.15,33.15,33.15,30.2,38.0,34.48496178328876,32.36,32.36
2017-07-01 12:00:00,34.0,38.0,38.0,30.83,36.2,34.72633048581367,29.1,29.1
2017-07-01 13:00:00,29.58,32.4,32.4,29.92,35.5,35.99943207364112,26.07,26.07
2017-07-01 14:00:00,26.33,26.33,26.33,28.6,32.6,31.595636432475924,26.33,26.33
2017-07-01 15:00:00,26.31,26.53,26.53,28.73,32.4,31.574339194017842,26.04,26.04
2017-07-01 16:00:00,26.09,26.09,26.09,28.36,32.9,31.214652500059156,26.09,26.09
2017-07-01 17:00:00,29.01,29.01,29.01,29.74,31.0,31.22411793937386,29.01,29.01
2017-07-01 18:00:00,29.95,30.44,30.44,32.94,33.99,31.564873754703136,29.34,29.34
2017-07-01 19:00:00,32.71,35.0,35.0,33.97,35.25,31.85593601363023,29.18,29.18
2017-07-01 20:00:00,33.25,36.43,35.92,32.32,35.25,31.413426725667904,29.39,29.39
2017-07-01 21:00:00,32.1,34.61,34.21,32.09,34.25,31.22411793937386,28.91,28.91
2017-07-01 22:00:00,42.09,55.62,53.48,32.06,32.5,30.63252798220497,28.06,28.06
2017-07-01 23:00:00,40.17,54.28,51.92,29.25,28.54,25.885610165881822,25.63,25.63
2017-07-02 00:00:00,33.96,44.69,41.9,29.89,27.13,27.740836271563452,24.36,24.36
2017-07-02 01:00:00,28.14,35.16,32.28,28.16,22.3,26.692538867460183,23.12,23.12
2017-07-02 02:00:00,26.47,31.67,29.53,26.13,19.0,26.37071393076031,22.73,22.73
2017-07-02 03:00:00,22.94,23.37,23.19,20.58,17.0,27.01436380416006,22.63,22.63
2017-07-02 04:00:00,23.73,28.54,26.55,19.85,14.73,25.772024894105396,20.27,20.27
2017-07-02 05:00:00,21.96,23.9,23.1,17.77,12.92,25.433635438604792,20.59,20.59
2017-07-02 06:00:00,21.3,22.0,21.38,20.34,15.35,27.81655978608107,21.3,21.3
2017-07-02 07:00:00,23.07,23.07,23.07,24.07,19.0,32.18012731015878,23.07,23.07
2017-07-02 08:00:00,24.76,24.76,24.76,27.91,23.0,32.45225869045647,24.76,24.76
2017-07-02 09:00:00,25.56,25.56,25.56,26.03,26.7,30.488180032655766,25.56,26.08
2017-07-02 10:00:00,24.84,32.02,28.3,22.39,36.7,31.657161788021487,20.71,26.26
2017-07-02 11:00:00,25.39,29.0,27.13,23.57,36.7,31.645329988878103,23.32,25.92
2017-07-02 12:00:00,28.51,40.98,34.52,22.67,26.7,30.14505785749781,21.36,25.02
2017-07-02 13:00:00,24.11,32.83,28.3,21.25,25.9,29.622092335360517,19.08,23.02
2017-07-02 14:00:00,19.47,34.74,26.82,14.94,13.94,29.61262689604581,10.47,22.74
2017-07-02 15:00:00,16.86,28.55,22.52,12.83,16.42,27.991670413403064,9.96,22.44
2017-07-02 16:00:00,18.79,26.5,20.63,17.69,20.04,27.23680162805556,17.31,22.26
2017-07-02 17:00:00,24.62,32.96,28.65,26.0,26.16,27.719539033105374,19.72,22.35
2017-07-02 18:00:00,30.48,33.27,32.0,29.15,31.06,29.09912681322322,25.99,25.99
2017-07-02 19:00:00,35.61,39.75,37.89,33.04,35.38,30.206583213043377,23.55,26.4
2017-07-02 20:00:00,35.37,35.37,35.37,35.29,36.0,31.917461369175793,24.08,24.34
2017-07-02 21:00:00,37.0,37.0,37.0,35.88,37.07,33.19766203648926,24.25,24.25
2017-07-02 22:00:00,43.33,50.0,46.99,38.32,40.68,33.841311909889015,24.75,24.75
2017-07-02 23:00:00,38.48,40.39,39.66,36.73,37.22,30.417189237795498,25.86,25.86
2017-07-03 00:00:00,34.47,49.88,41.47,32.68,31.59,27.826702868610553,-12.18,23.26
2017-07-03 01:00:00,29.85,42.46,35.1,29.72,27.66,24.448117105418486,0.11,22.77
2017-07-03 02:00:00,25.9,30.66,28.41,28.8,25.35,23.26761893519065,22.31,22.31
2017-07-03 03:00:00,24.99,28.81,27.0,28.14,24.43,22.696257820800376,22.29,22.29
2017-07-03 04:00:00,24.86,24.86,24.86,28.12,23.2,22.677369850076733,22.65,22.65
2017-07-03 05:00:00,26.78,26.78,26.78,29.58,26.58,23.68787628379176,23.19,23.19
2017-07-03 06:00:00,34.93,34.93,34.93,37.02,35.94,31.80498170227836,23.85,23.85
2017-07-03 07:00:00,41.25,41.25,41.25,39.4,42.89,37.492621886436076,26.44,26.44
2017-07-03 08:00:00,41.79,41.5,41.5,40.02,42.62,39.409750914886075,28.43,28.43
2017-07-03 09:00:00,43.91,40.7,41.47,38.3,39.5,38.937551646794944,28.28,28.28
2017-07-03 10:00:00,43.56,38.53,43.56,37.02,37.0,38.8974147090072,28.94,28.94
2017-07-03 11:00:00,42.84,35.5,37.68,36.26,37.51,39.36016999173651,25.01,28.69
2017-07-03 12:00:00,43.47,28.68,29.9,34.17,40.74,39.36961397709833,24.98,27.99
2017-07-03 13:00:00,44.0,28.17,28.69,35.28,33.94,42.06351080155826,25.01,27.49
2017-07-03 14:00:00,45.0,26.91,26.94,35.92,30.5,39.36016999173651,24.96,26.76
2017-07-03 15:00:00,44.84,28.02,28.02,35.53,30.5,40.69649392043442,24.88,27.34
2017-07-03 16:00:00,37.96,28.59,28.59,33.97,32.5,38.84783378585763,24.86,27.53
2017-07-03 17:00:00,35.2,39.82,37.45,35.96,36.5,40.134576791405976,28.03,28.03
2017-07-03 18:00:00,38.94,38.94,38.94,38.09,39.89,40.08263487191595,27.92,27.92
2017-07-03 19:00:00,43.35,44.25,43.79,38.56,42.51,40.727186872860344,24.62,26.82
2017-07-03 20:00:00,40.91,40.91,40.91,38.41,42.24,40.20540668161964,24.35,27.44
2017-07-03 21:00:00,39.37,39.37,39.37,37.37,41.67,40.134576791405976,24.06,26.57
2017-07-03 22:00:00,44.17,49.77,46.12,38.41,40.8,36.326289694250974,24.14,26.53
2017-07-03 23:00:00,45.0,32.04,34.8,35.16,34.5,31.48388619997639,23.78,26.07
2017-07-04 00:00:00,44.0,28.83,28.83,33.94,29.48,28.279828407108848,24.05,27.8
2017-07-04 01:00:00,40.71,28.63,28.63,31.41,27.6,27.688210059868947,23.78,24.14
2017-07-04 02:00:00,37.89,28.49,28.49,29.56,25.41,27.39357940885306,23.3,23.3
2017-07-04 03:00:00,28.55,28.43,28.43,28.44,26.0,27.32286805260925,23.2,23.2
2017-07-04 04:00:00,27.99,27.99,27.99,28.09,26.0,25.175599868005467,23.07,23.07
2017-07-04 05:00:00,31.01,28.44,28.44,30.03,27.44,27.532645076132557,23.19,23.19
2017-07-04 06:00:00,36.2,35.81,35.85,36.29,36.72,30.59208975628152,25.68,25.68
2017-07-04 07:00:00,41.8,41.5,41.53,41.68,43.5,34.415217083863666,30.2,30.2
2017-07-04 08:00:00,47.51,41.79,42.61,41.97,42.9,37.86828831376985,32.76,32.76
2017-07-04 09:00:00,47.99,49.4,49.69,38.78,39.8,35.59609673313534,35.13,35.13
2017-07-04 10:00:00,47.5,49.8,49.8,36.72,37.0,35.586668552302825,34.74,34.74
2017-07-04 11:00:00,46.87,50.16,50.77,36.89,35.3,35.88601329373497,32.97,32.97
2017-07-04 12:00:00,46.56,43.0,43.12,37.6,34.55,35.15532927921557,31.93,31.93
2017-07-04 13:00:00,47.95,50.0,49.37,37.54,33.17,35.66680808937915,31.93,31.93
2017-07-04 14:00:00,45.18,43.6,43.6,37.57,31.82,34.624994107386975,30.55,30.55
2017-07-04 15:00:00,45.78,39.9,41.11,37.38,32.5,34.77584500070711,31.82,31.82
2017-07-04 16:00:00,46.87,32.93,35.45,37.36,33.8,34.49535662093999,32.14,32.14
2017-07-04 17:00:00,46.91,37.4,39.09,37.99,38.5,36.107575543298914,36.07,36.07
2017-07-04 18:00:00,48.24,40.0,41.09,41.43,42.0,39.28958657427049,39.04,39.04
2017-07-04 19:00:00,46.99,44.04,44.37,44.06,45.97,40.081553764201196,40.04,40.04
2017-07-04 20:00:00,43.1,43.1,43.1,43.62,45.9,40.26068920001885,40.22,40.22
2017-07-04 21:00:00,41.68,41.68,41.68,42.79,44.13,39.43100928675811,39.39,39.39
2017-07-04 22:00:00,48.07,40.54,41.4,42.76,41.99,36.72747843303634,36.69,36.69
2017-07-04 23:00:00,46.08,33.35,35.37,38.42,35.3,33.024560411068684,32.99,32.99
2017-07-05 00:00:00,37.95,33.22,33.22,36.17,34.73,32.01610814120529,31.95,31.95
2017-07-05 01:00:00,34.16,31.26,31.34,35.23,33.1,31.213056072345335,31.15,31.15
2017-07-05 02:00:00,31.02,31.02,31.02,34.45,32.08,31.194216141111088,29.04,29.04
2017-07-05 03:00:00,29.07,29.07,29.07,31.54,30.82,31.23425099498387,27.63,27.63
2017-07-05 04:00:00,29.54,29.54,29.54,31.32,30.51,31.10237147634411,27.3,27.3
2017-07-05 05:00:00,31.89,31.89,31.89,32.71,31.67,31.184796175493958,31.12,31.12
2017-07-05 06:00:00,37.98,37.72,37.9,38.57,37.05,37.01104490968608,38.02,38.02
2017-07-05 07:00:00,43.92,43.92,43.92,41.86,42.8,42.947978239879426,43.92,43.92
2017-07-05 08:00:00,48.24,46.01,46.01,44.12,45.5,46.10366672161647,46.01,46.01
2017-07-05 09:00:00,52.1,44.18,46.41,42.96,43.88,44.27148340908556,44.18,44.18
2017-07-05 10:00:00,52.1,43.71,47.33,41.49,42.31,43.80048512822928,43.71,43.71
2017-07-05 11:00:00,51.94,44.44,49.6,39.98,41.05,42.61827944328004,42.06,42.06
2017-07-05 12:00:00,49.68,38.93,43.48,38.3,38.79,42.38749028566046,38.93,38.93
2017-07-05 13:00:00,48.79,38.09,41.82,38.1,37.51,41.21470456632834,38.09,38.09
2017-07-05 14:00:00,51.22,37.44,40.58,37.9,36.34,41.32538916232956,37.44,37.44
2017-07-05 15:00:00,48.83,37.38,38.83,38.05,37.01,42.076631420295314,37.38,37.38
2017-07-05 16:00:00,46.33,38.9,39.79,37.55,37.42,39.42020111626592,38.9,38.9
2017-07-05 17:00:00,41.96,43.0,42.27,40.42,41.0,40.913265666580315,41.51,41.51
2017-07-05 18:00:00,48.21,42.52,43.61,41.66,43.83,41.584438216800514,41.5,41.5
2017-07-05 19:00:00,48.91,44.55,44.55,43.42,46.5,45.02272566705132,43.48,43.48
2017-07-05 20:00:00,44.15,44.15,44.15,41.59,45.01,43.178767397499,43.09,43.09
2017-07-05 21:00:00,43.93,43.93,43.93,41.37,43.48,42.95739820549655,42.87,42.87
2017-07-05 22:00:00,49.12,41.66,43.25,41.01,42.5,40.74370628547206,40.66,40.66
2017-07-05 23:00:00,46.84,36.07,38.35,38.27,37.9,35.5415302734145,35.47,35.47
2017-07-06 00:00:00,40.43,30.34,32.3,37.31,33.4,33.125382550967565,33.03,33.03
2017-07-06 01:00:00,32.83,31.88,32.0,34.95,32.08,31.529262206318567,32.21,32.21
2017-07-06 02:00:00,32.95,29.0,29.0,32.02,31.09,30.608785724374975,30.62,29.88
2017-07-06 03:00:00,30.11,30.11,30.11,31.09,29.95,31.258533829276335,30.11,30.11
